P_NAME,P_STATUS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
,3.0,-1.1759636,1.2077464,4.191425871296591,-0.48398988083735917,0.6218674074074073,2019,,29.158,-0.01,0.0102,0.1647,-0.0083,0.0076,0.11,-0.06,0.05,86.22892654028435,-1.0746391625615763,1.018,60.99,-30.03,30.79,2455511.3,-2.4382,2.4394,4.66,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,50.01226,-28.783834,8.48,35.37,-1.35,1.35,-0.11,-0.02,0.02,0.7,-0.14648483849703361,0.15056578517793012,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,-2114701.503671098,-1.9271664016799153,2.96431584527292,5256.0,-29.0,29.0,,,4.37,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.0036292398,0.16569644,0.146583,0.182817,0.16495011,20.714012,16.709935,25.99206,542.27626,515.0965,575.24796,,0.90375127,,3.3341508,,,0.55848037,0.57782113,1.3836128,0.73189186,1.3117899,0.7743301,1.3117899,0.70654712,1.3117899,2.0177517,0.73469889,0.4096225,0,0,,0,0.25688722,,,,3.2490251,10.615455,0.1647
,3.0,-1.5573572,1.5573572,4.191425871296591,-0.48398988083735917,0.6218674074074073,2019,,85.5073,-0.0947,0.0983,0.3374,-0.017,0.0155,0.06,-0.04,0.06,86.22892654028435,-1.0746391625615763,1.018,70.59,-67.58,61.4,2455513.4,-16.009,14.3623,9.54,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,50.01226,-28.783834,8.48,35.37,-1.35,1.35,-0.11,-0.02,0.02,0.7,-0.14648483849703361,0.15056578517793012,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,-2114701.503671098,-1.9271664016799153,2.96431584527292,5256.0,-29.0,29.0,,,4.37,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.008621118,0.33800732,0.317156,0.357644,0.33755205,4.9147439,4.3662241,5.5521609,379.0762,368.2743,391.07533,,0.90375127,,3.3341508,,,0.55848037,0.57782113,1.3836128,0.73189186,1.3117899,0.7743301,1.3117899,0.70654712,1.3117899,2.0177517,0.73469889,0.4096225,0,0,,0,0.37487557,,,,3.8319523,14.047998,0.3374
,3.0,-33.880465,33.213026,4.191425871296591,-0.48398988083735917,0.6218674074074073,2006,,597.0643,-0.0256,0.0256,1.3649,-0.0495,0.0466,0.95,-0.001,0.001,86.22892654028435,-1.0746391625615763,1.018,143.58,-0.66,0.56,2455247.0,-0.0837,0.077,37.9,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,50.014908,-28.854071,7.4,36.02,-0.04,0.04,-0.06,-0.11816107931152901,0.10933033524284545,1.07,-0.07,0.07,1.11,-0.01,0.01,,-2114701.503671098,-1.9271664016799153,2.96431584527292,5790.0,-15.0,15.0,,,4.38,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.005199645,1.9808111,0.068245,2.661555,1.6118677,2.1327742,0.17513703,266.38342,211.78365,164.81222,1029.252,,1.11,,3.3343274,,,1.2406488,0.83529837,1.9673121,1.0580086,1.8651907,1.1187718,1.8651907,1.0213019,1.8651907,3.0073793,2.1181902,0.47185916,1,1,,0,0.33880095,,,,13.528064,472.8645,1.3649
,3.0,-28.922348,28.922348,4.191425871296591,-0.48398988083735917,0.6218674074074073,2012,,160.07,-0.23,0.23,0.586,-0.032,0.032,0.197,-0.053,0.053,86.22892654028435,-1.0746391625615763,1.018,1.0,-16.0,16.0,2463276.9,-6.3,6.3,9.93,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,328.15118,-26.02656,8.78,59.03,-0.15,0.15,0.14,-0.11816107931152901,0.10933033524284545,1.05,-0.17,0.17,0.89,-0.05,0.05,,1.36,-1.26,1.26,5726.0,-101.43273972602739,99.92325543478263,,,4.342800000111889,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.026049256,0.59737104,0.470558,0.701442,0.58887965,2.2660733,1.5505669,3.445464,310.27741,284.2939,347.10178,,0.89,,21.876747,,,0.76291128,0.65753833,1.5513181,0.83285498,1.4707906,0.88073824,1.4707906,0.80396739,1.4707906,2.3583094,1.8857404,0.382717,0,0,,0,0.32796948,,,,14.122361,177.98368,0.586
,3.0,-15.8914,57.209041,4.191425871296591,-0.48398988083735917,0.6218674074074073,2012,,1155.7,-37.0,71.9,2.112,-0.045,0.087,0.27,-0.1,0.22,86.22892654028435,-1.0746391625615763,1.018,121.6,-76.5,32.4,2429249.4893970895,-143.80417540254237,170.48328451271186,35.8,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,328.15118,-26.02656,8.78,59.03,-0.15,0.15,0.14,-0.11816107931152901,0.10933033524284545,1.05,-0.17,0.17,0.89,-0.05,0.05,,1.36,-1.26,1.26,5726.0,-101.43273972602739,99.92325543478263,,,4.342800000111889,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.093234623,2.1889824,1.54176,2.68224,2.1317226,0.1776327,0.10604221,0.3209523,163.07902,145.38333,191.75868,,0.89,,21.876747,,,0.76291128,0.65753833,1.5513181,0.83285498,1.4707906,0.88073824,1.4707906,0.80396739,1.4707906,2.3583094,1.8857404,0.382717,0,0,,0,0.21319459,,,,13.958585,232.01444,2.112
,3.0,-0.2860452,0.2860452,4.191425871296591,-0.48398988083735917,0.6218674074074073,2011,,18.315,-0.008,0.008,0.1207,-0.002,0.002,0.0,-0.05414682904129763,0.06474579507003089,90.0,-1.0746391625615763,1.018,0.0,-37.77747677056277,41.39958138528139,2429249.4893970895,-143.80417540254237,170.48328451271186,20.1,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,49.981876,-43.069782,4.27,6.0,-0.01,0.01,-0.4,-0.01,0.01,0.7,-0.14648483849703361,0.15056578517793012,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,5.76,-0.66,0.66,5401.0,-17.0,17.0,,,4.22,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.0018937827,0.1207,0.1207,0.1207,0.1207,60.3766,60.3766,60.3766,710.16959,710.16959,710.16959,,1.0741104,,3.3321252,,,0.87959589,0.71945027,1.7141848,0.91128198,1.6252025,0.96397679,1.6252025,0.87971169,1.6252025,2.5322429,0.94253283,0.42526659,0,0,,0,0.30366685,,,,1.4510893,2.701538,0.1207
,3.0,-0.4131764,0.4131764,4.191425871296591,-0.48398988083735917,0.6218674074074073,2011,,40.114,-0.053,0.053,0.2036,-0.0034,0.0034,0.0,-0.05414682904129763,0.06474579507003089,90.0,-1.0746391625615763,1.018,0.0,-37.77747677056277,41.39958138528139,2429249.4893970895,-143.80417540254237,170.48328451271186,33.9,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,49.981876,-43.069782,4.27,6.0,-0.01,0.01,-0.4,-0.01,0.01,0.7,-0.14648483849703361,0.15056578517793012,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,5.76,-0.66,0.66,5401.0,-17.0,17.0,,,4.22,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.0030775057,0.2036,0.2036,0.2036,0.20360001,21.219134,21.219134,21.219134,546.79788,546.79788,546.79788,,1.0741104,,3.3321252,,,0.87959589,0.71945027,1.7141848,0.91128198,1.6252025,0.96397679,1.6252025,0.87971169,1.6252025,2.5322429,0.94253283,0.42526659,0,0,,0,0.34762577,,,,1.3585186,2.4154928,0.2036
,3.0,-0.63565601,0.63565601,4.191425871296591,-0.48398988083735917,0.6218674074074073,2011,,90.309,-0.184,0.184,0.3499,-0.0059,0.0059,0.0,-0.05414682904129763,0.06474579507003089,90.0,-1.0746391625615763,1.018,0.0,-37.77747677056277,41.39958138528139,2429249.4893970895,-143.80417540254237,170.48328451271186,58.3,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,49.981876,-43.069782,4.27,6.0,-0.01,0.01,-0.4,-0.01,0.01,0.7,-0.14648483849703361,0.15056578517793012,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,5.76,-0.66,0.66,5401.0,-17.0,17.0,,,4.22,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.0066342361,0.3499,0.3499,0.3499,0.34990001,7.1844795,7.1844795,7.1844795,417.10341,417.10341,417.10341,,1.0741104,,3.3321252,,,0.87959589,0.71945027,1.7141848,0.91128198,1.6252025,0.96397679,1.6252025,0.87971169,1.6252025,2.5322429,0.94253283,0.42526659,0,0,,0,0.41425892,,,,2.0276086,4.76742,0.3499
,3.0,-0.86131389,0.95984057,4.191425871296591,-0.48398988083735917,0.6218674074074073,2017,,147.02,-0.91,1.43,0.509,-0.006,0.006,0.29,-0.18,0.14,86.22892654028435,-1.0746391625615763,1.018,268.14,-32.66,48.13,2429249.4893970895,-143.80417540254237,170.48328451271186,84.8,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,49.981876,-43.069782,4.27,6.0,-0.01,0.01,-0.4,-0.01,0.01,0.7,-0.14648483849703361,0.15056578517793012,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,5.76,-0.66,0.66,5401.0,-17.0,17.0,,,4.22,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.0068536132,0.53040345,0.36139,0.65661,0.51450469,3.5475098,2.0401787,6.7348966,343.97038,304.48224,410.41917,,1.0741104,,3.3321252,,,0.87959589,0.71945027,1.7141848,0.91128198,1.6252025,0.96397679,1.6252025,0.87971169,1.6252025,2.5322429,0.94253283,0.42526659,0,0,,0,0.53678213,,,,2.0284047,4.7705983,0.509
,3.0,-26.061896,26.061896,4.191425871296591,-0.48398988083735917,0.6218674074074073,2004,,130.08,-0.51,0.51,0.524,-0.03,0.03,0.24,-0.16,0.16,86.22892654028435,-1.0746391625615763,1.018,113.0,-37.77747677056277,41.39958138528139,2450999.0,-15.0,15.0,11.9,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,329.3327,-37.763622,7.471,44.0,-2.0,2.0,0.022,-0.11816107931152901,0.10933033524284545,1.13,-0.14648483849703361,0.15056578517793012,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,-2114701.503671098,-1.9271664016799153,2.96431584527292,6067.0,-101.43273972602739,99.92325543478263,,,4.33,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.020987906,0.5390912,0.39824,0.64976,0.52784611,6.5838913,4.1567789,11.065553,403.6054,363.77608,464.6631,,1.2023727,,21.955515,,,1.7549424,0.97686427,2.2854854,1.2373098,2.1668482,1.3080612,2.1668482,1.194331,2.1668482,3.5768045,3.4716653,0.48051905,0,0,,0,0.19507975,,,,14.168487,165.27056,0.524
,3.0,-540.3076,540.3076,4.191425871296591,-0.48398988083735917,0.6218674074074073,2012,,875.5,-5.8,5.8,2.1,-0.2,0.2,0.08,-0.04,0.04,86.22892654028435,-1.0746391625615763,1.018,278.0,-19.5,19.5,2450745.3,-45.7,45.7,6.68,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,329.09994,21.239859,6.4,314.48,-11.06,11.06,-0.09,-0.16,0.16,1.6,-0.4,0.4,51.1,-8.3,8.3,,2.0,-1.3,1.3,4035.0,-65.0,65.0,,,1.4,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.24211858,2.10672,1.932,2.268,2.1016838,141.0783,120.56424,166.14618,876.97534,844.20814,914.67645,,51.1,,21.939997,,,620.16122,20.182709,50.995228,25.564539,48.347658,27.085892,48.347658,24.678873,48.347658,67.238199,0.11878821,0.46964514,0,0,,0,0.07894696,,,,12.445709,3146.4972,2.1
,3.0,-187.51852,187.51852,4.191425871296591,-0.48398988083735917,0.6218674074074073,2008,,380.85001,-0.09,0.09,0.95,-0.02,0.02,0.75,0.0,0.0,86.22892654028435,-1.0746391625615763,1.018,135.40529410455764,-37.77747677056277,41.39958138528139,2429249.4893970895,-143.80417540254237,170.48328451271186,19.9,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,50.177895,-33.730103,9.92,47.79,-0.07,0.07,0.05,-0.11816107931152901,0.10933033524284545,0.39,-0.27,0.27,0.76,-0.05,0.05,,-2114701.503671098,-1.9271664016799153,2.96431584527292,4802.0,-146.0,146.0,,,4.26,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.023903492,1.2171875,0.2375,1.6625,1.034057,0.46096528,0.099559142,4.878398,181.45703,143.10842,378.6293,,0.76,,3.3451932,,,0.27517214,0.41458429,1.0105812,0.5251339,0.95812083,0.55586642,0.95812083,0.50696268,0.95812083,1.416335,0.27713668,0.33705905,0,0,,0,0.33613188,,,,13.632125,397.285,0.95
,3.0,-25.42624,25.42624,4.191425871296591,-0.48398988083735917,0.6218674074074073,2017,,352.7,-1.7,1.7,1.05,-0.03,0.03,0.07,-0.06,0.06,86.22892654028435,-1.0746391625615763,1.018,167.0,-83.0,83.0,2455036.0,-82.0,82.0,16.2,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,329.74872,19.020302,6.51,64.68,-2.26,2.26,0.21,-0.15,0.15,1.25,-0.11,0.11,4.98,-0.2,0.2,,-2114701.503671098,-1.9271664016799153,2.96431584527292,4860.0,-100.0,100.0,,,3.13,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.069224663,1.0525725,0.9765,1.1235,1.0506442,11.271467,9.8207862,13.000137,466.38029,451.00512,483.76215,,4.98,,21.983249,,,12.396309,2.7756026,6.7491873,3.5157187,6.3988312,3.7212175,6.3988312,3.3940593,6.3988312,9.5062663,0.45142333,0.49695965,0,0,,0,0.150054,,,,13.564318,444.9592,1.05
,3.0,-12.71312,12.71312,15.5819,-0.2242,0.2242,1999,,3.5247486,-3.8e-07,3.8e-07,6.626030346008027,-0.42278956557901476,0.4178062250639386,0.0,-0.05414682904129763,0.06474579507003089,86.71,-0.05,0.05,135.40529410455764,-37.77747677056277,41.39958138528139,2429249.4893970895,-143.80417540254237,170.48328451271186,192.95397556120287,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,330.79489,18.884319,7.632,48.37,-0.12,0.12,0.01,-0.11816107931152901,0.10933033524284545,1.23,-0.09,0.09,1.19,-0.02,0.02,,-2114701.503671098,-1.9271664016799153,2.96431584527292,6091.0,-10.0,10.0,,,4.45,0.0,3.8587559,14.889997,0.95559571,0.06132729,0.0027853847,0.04855456,0.04855456,0.04855456,0.048554561,740.75899,740.75899,740.75899,1329.1198,1329.1198,1329.1198,,1.19,,22.052994,,,1.7463728,0.97304976,2.2753877,1.2324774,2.1572747,1.3029272,2.1572747,1.1896619,2.1572747,3.5680609,3.721519,0.49429494,0,0,,0,0.05980445,,,,15.5819,232.01444,0.04855456
,3.0,-23.299971,23.299971,4.191425871296591,-0.48398988083735917,0.6218674074074073,2019,,649.918,-8.599,8.599,1.487,-0.031,0.031,0.24,-0.09,0.09,86.22892654028435,-1.0746391625615763,1.018,168.84,-28.69,28.69,2429249.4893970895,-143.80417540254237,170.48328451271186,35.2,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,332.39423,-41.224892,7.823,42.25,-56.198280816738084,75.69587597680868,0.014020760003518647,-0.11816107931152901,0.10933033524284545,1.04,-0.06,0.06,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,-2114701.503671098,-1.9271664016799153,2.96431584527292,5790.0,-50.0,38.0,,,4.342800000111889,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.059688168,1.5298256,1.13012,1.84388,1.4979144,616.6291209337563,604.0859193090275,643.9591459949278,804.1932016099973,793.683031961247,824.9372727000268,,1.5399505987617066,,22.159616,,,5.7862772399051465,0.9909724418408372,2.3697235630168514,1.2551962984265583,2.246709762868489,1.3278258466106496,2.246709762868489,1.2116657135264264,2.246709762868489,3.513347549625647,2.0982061,0.46740739,0,0,,0,0.2612521685299651,,,,14.216262,153.09775,1.487
,3.0,-15.8914,15.8914,4.191425871296591,-0.48398988083735917,0.6218674074074073,1998,,442.19,-0.5,0.5,1.13,-0.02,0.02,0.48,-0.02,0.02,86.22892654028435,-1.0746391625615763,1.018,135.40529410455764,-37.77747677056277,41.39958138528139,2429249.4893970895,-143.80417540254237,170.48328451271186,53.0,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,332.37445,-7.548654,6.53,21.31,-0.02,0.02,0.22,-0.11816107931152901,0.10933033524284545,1.01,-0.05,0.05,1.07,-0.01,0.01,,-2114701.503671098,-1.9271664016799153,2.96431584527292,5538.0,-14.0,14.0,,,4.38,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.043519827,1.260176,0.5876,1.6724,1.1653119,0.86134788,0.34497505,2.7945021,233.90571,195.25035,329.39805,,1.07,,22.158298,,,0.96486823,0.7476827,1.7736741,0.94703891,1.681604,1.0016648,1.681604,0.91421456,1.681604,2.6521481,1.3476872,0.46286917,1,1,,0,0.38740073,,,,13.613245,409.99812,1.13
,3.0,-30.829316,30.829316,4.191425871296591,-0.48398988083735917,0.6218674074074073,2007,,354.1,-0.7,0.7,1.148,-0.057,0.057,0.028,-0.034,0.034,86.22892654028435,-1.0746391625615763,1.018,189.0,-66.0,66.0,2454042.0,-64.0,64.0,21.1,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,332.96387,16.04055,5.93,54.28,-0.23,0.23,0.014020760003518647,-0.11816107931152901,0.10933033524284545,1.61,-0.14648483849703361,0.15056578517793012,4.92,-0.21448014541378638,0.2716362375139567,,-2114701.503671098,-1.9271664016799153,2.96431584527292,4951.0,-101.43273972602739,99.92325543478263,,,3.28,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.079173819,1.14845,1.115856,1.180144,1.1481127,9.8918402,9.3566536,10.465844,451.75222,445.57934,458.23523,,4.92,,22.197592,,,13.031384,2.8340555,6.8655503,3.5897528,6.5091562,3.7991803,6.5091562,3.4655192,6.5091562,9.7467326,0.57427426,0.54070421,0,0,,0,0.16089613,,,,13.412535,574.63303,1.148
,3.0,-139.84432,139.84432,4.191425871296591,-0.48398988083735917,0.6218674074074073,2018,,1558.0,-22.0,22.0,2.656,-0.043,0.043,0.68,-0.14,0.14,86.22892654028435,-1.0746391625615763,1.018,98.0,-14.0,14.0,2464763.0,-86.0,86.0,41.0,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,334.52725,61.134438,8.59,64.76,-0.13,0.13,0.17,-0.11816107931152901,0.10933033524284545,1.03,-0.02,0.02,1.13,-1.13,1.13,,-2114701.503671098,-1.9271664016799153,2.96431584527292,5652.0,-101.43273972602739,99.92325543478263,,,4.342800000111889,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.050269724,3.2700672,0.84992,4.46208,2.8397914,0.22571913,0.058638039,1.616211,157.15031,125.36889,287.25621,,1.13,,22.301818,,,1.1674926,0.81699536,1.9315367,1.0348294,1.8312723,1.0943998,1.8312723,0.9989469,1.8312723,2.9173655,1.6500046,0.46590446,0,0,,0,0.24160539,,,,14.01136,212.94476,2.656
,3.0,-2.5013064,2.5013064,4.191425871296591,-0.48398988083735917,0.6218674074074073,2019,,25.201,-0.025,0.025,0.143,-0.003,0.003,0.15,-0.1,0.1,86.22892654028435,-1.0746391625615763,1.018,97.83,-51.73,51.73,2429249.4893970895,-143.80417540254237,170.48328451271186,11.0,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,335.56754,-54.560619,8.99,13.0,-56.198280816738084,75.69587597680868,0.014020760003518647,-0.11816107931152901,0.10933033524284545,0.61,-0.04,0.04,1.5371422191458501,-0.21448014541378638,0.2716362375139567,,-2114701.503671098,-1.9271664016799153,2.96431584527292,4127.0,-94.0,149.0,,,4.342800000111889,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.0033708185,0.14460875,0.12155,0.16445,0.1434052,616.6291209337563,604.0859193090275,643.9591459949278,804.1932016099973,793.683031961247,824.9372727000268,,1.5399505987617066,,22.37117,,,5.7862772399051465,0.9909724418408372,2.3697235630168514,1.2551962984265583,2.246709762868489,1.3278258466106496,2.246709762868489,1.2116657135264264,2.246709762868489,3.513347549625647,0.10088334,0.39125605,0,0,,0,0.2612521685299651,,,,3.6607614,12.999165,0.143
,3.0,-12.71312,12.71312,4.191425871296591,-0.48398988083735917,0.6218674074074073,2005,,2.24571,-0.00028,0.00028,0.03,0.0,0.0,0.0,-0.05414682904129763,0.06474579507003089,86.22892654028435,-1.0746391625615763,1.018,135.40529410455764,-37.77747677056277,41.39958138528139,2429249.4893970895,-143.80417540254237,170.48328451271186,0.552,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,336.87885,-77.717926,7.764,54.32,-0.09,0.09,0.18,-0.11816107931152901,0.10933033524284545,1.55,-0.16,0.16,1.16,-0.02,0.02,,-2114701.503671098,-1.9271664016799153,2.96431584527292,6239.0,-24.0,24.0,,,4.5,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.0014137849,0.03,0.03,0.03,0.030000001,2029.6542,2029.6542,2029.6542,1710.017,1710.017,1710.017,,1.16,,22.458591,,,1.8266888,0.98625649,2.2994265,1.2492001,2.1800659,1.3204519,2.1800659,1.2057753,2.1800659,3.6491865,5.1834776,0.53390218,0,0,,0,0.064079558,,,,14.180596,162.09228,0.03
,3.0,-85.813561,85.813561,4.191425871296591,-0.48398988083735917,0.6218674074074073,2009,,380.7,-1.4,1.4,1.19,-0.13,0.13,0.076,-0.051,0.051,86.22892654028435,-1.0746391625615763,1.018,29.0,-65.0,65.0,2454920.0,-52.0,52.0,10.7,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,336.76279,-17.263659,7.6,111.51,-0.54,0.54,0.014020760003518647,-0.11816107931152901,0.10933033524284545,1.56,-0.14648483849703361,0.15056578517793012,5.27,-0.21448014541378638,0.2716362375139567,,-2114701.503671098,-1.9271664016799153,2.96431584527292,5003.0,-101.43273972602739,99.92325543478263,,,3.31,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.086528524,1.1934367,1.09956,1.28044,1.190861,11.040681,9.5085309,12.894189,463.89785,447.3766,482.77349,,5.27,,22.450854,,,15.589489,3.0921666,7.4752246,3.9166852,7.0871834,4.1449411,7.0871834,3.7811271,7.0871834,10.660553,0.62137016,0.5350479,0,0,,0,0.15313511,,,,13.248847,759.60893,1.19
,3.0,-98.526681,98.526681,4.191425871296591,-0.48398988083735917,0.6218674074074073,2001,,882.70001,-7.6,7.6,1.89,-0.03,0.03,0.42,-0.01,0.01,86.22892654028435,-1.0746391625615763,1.018,135.40529410455764,-37.77747677056277,41.39958138528139,2429249.4893970895,-143.80417540254237,170.48328451271186,46.2,0.40319538679914824,-0.1866326936744847,0.18404434968017058,0.0,,0.0,0.0,,,,,,,337.75153,-49.43327,6.814,40.92,-0.06,0.06,0.15,-0.11816107931152901,0.10933033524284545,1.57,-0.12,0.12,1.51,-0.02,0.02,,-2114701.503671098,-1.9271664016799153,2.96431584527292,5979.0,-19.0,19.0,,,4.27,0.0,5.357039901373938,59.30833232746458,14.440209304735127,6.449324611881728,0.11419592,2.056698,1.0962,2.6838,1.9343094,0.80533204,0.36245697,2.1725869,232.84726,197.67831,309.30661,,1.51,,22.51677,,,2.6106987,1.1978828,2.8081147,1.5172586,2.6623483,1.6041346,2.6623483,1.464576,2.6623483,4.3625674,3.3303244,0.53618873,1,1,,0,0.3908522,,,,12.763674,1773.4803,1.89
